"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.1-pct.2","dups"
"Kcnip4.3",0.00180603850947949,-0.632249141937761,0.747,0.847,1,"ND-INC Foxd2 Glut_subset","Kcnip4",-0.1,5
"Tmtc1.1",0.00189086077531072,0.545377694426033,0.48,0.31,1,"ND-INC Foxd2 Glut_subset","Tmtc1",0.17,2
"Ice1",0.00216221008648087,0.531590127024867,0.387,0.243,1,"ND-INC Foxd2 Glut_subset","Ice1",0.144,1
"Ncoa7",0.00223992588085738,-0.566407284957384,0.28,0.439,1,"ND-INC Foxd2 Glut_subset","Ncoa7",-0.159,1
"Cpne4.5",0.00277608060783917,0.958013648791968,0.4,0.273,1,"ND-INC Foxd2 Glut_subset","Cpne4",0.127,7
"Adarb2.4",0.00279945133927575,-1.47960571264321,0.267,0.405,1,"ND-INC Foxd2 Glut_subset","Adarb2",-0.138,5
"Trpm3.1",0.00307852345459194,-1.02449697393196,0.667,0.719,1,"ND-INC Foxd2 Glut_subset","Trpm3",-0.0519999999999999,2
"Syt16",0.0032953346355318,-0.716151385921084,0.227,0.365,1,"ND-INC Foxd2 Glut_subset","Syt16",-0.138,1
"Pak7",0.00331403579816964,-0.610611911057697,0.267,0.422,1,"ND-INC Foxd2 Glut_subset","Pak7",-0.155,1
"Nckap5.1",0.00353963208350635,-0.763660083167134,0.133,0.275,1,"ND-INC Foxd2 Glut_subset","Nckap5",-0.142,3
"Plcb1.1",0.00366405553095341,-0.787599648118894,0.48,0.569,1,"ND-INC Foxd2 Glut_subset","Plcb1",-0.089,3
"Myo9b",0.0039381854491051,0.545746276308015,0.333,0.201,1,"ND-INC Foxd2 Glut_subset","Myo9b",0.132,1
"Sim1.3",0.00404832306502041,-0.786501496010041,0.16,0.303,1,"ND-INC Foxd2 Glut_subset","Sim1",-0.143,4
"Sgcz.3",0.00427377586893282,-0.566056192874266,0.853,0.854,1,"ND-INC Foxd2 Glut_subset","Sgcz",-0.001,4
"Eml5",0.00519183445641841,-0.531138246459196,0.36,0.503,1,"ND-INC Foxd2 Glut_subset","Eml5",-0.143,2
"Tmtc2",0.00593757689513295,-0.69101287250396,0.307,0.436,1,"ND-INC Foxd2 Glut_subset","Tmtc2",-0.129,1
"Edil3",0.00686059127361575,-0.542442285003967,0.587,0.658,1,"ND-INC Foxd2 Glut_subset","Edil3",-0.0710000000000001,2
"Ate1",0.00689143210990771,-0.502833987641934,0.28,0.407,1,"ND-INC Foxd2 Glut_subset","Ate1",-0.127,1
"Dmxl2",0.00700268999883074,-0.589915095694904,0.373,0.482,1,"ND-INC Foxd2 Glut_subset","Dmxl2",-0.109,1
"Stxbp5",0.0071477137035058,-0.589176943024787,0.373,0.474,1,"ND-INC Foxd2 Glut_subset","Stxbp5",-0.101,1
"Kcnip1.2",0.0075338376309408,-0.553943899057519,0.507,0.593,1,"ND-INC Foxd2 Glut_subset","Kcnip1",-0.086,3
"Sergef",0.00961150394764827,-0.510899449880518,0.133,0.267,1,"ND-INC Foxd2 Glut_subset","Sergef",-0.134,1
"Serpini1.1",0.00975981987482114,0.515267891117195,0.347,0.228,1,"ND-INC Foxd2 Glut_subset","Serpini1",0.119,2
"Rxfp1",4.02779875632217e-126,1.95198733800276,0.551,0.018,1.50889397009341e-121,"PH-LHA Foxb1 Glut_subset","Rxfp1",0.533,1
"Ptpn13",7.5022674789886e-89,2.0933939676151,0.653,0.042,2.81049944297871e-84,"PH-LHA Foxb1 Glut_subset","Ptpn13",0.611,1
"B230323A14Rik",5.21644323849736e-84,1.23561961247276,0.347,0.01,1.95418396600588e-79,"PH-LHA Foxb1 Glut_subset","B230323A14Rik",0.337,1
"Ntn1",3.06010823294587e-36,1.31565284356503,0.429,0.043,1.14637774622618e-31,"PH-LHA Foxb1 Glut_subset","Ntn1",0.386,1
"Arpp21.5",7.23788057453657e-27,2.1278112699261,0.959,0.448,2.71145482083289e-22,"PH-LHA Foxb1 Glut_subset","Arpp21",0.511,6
"Ror2",4.54647952501794e-26,0.875577264270234,0.265,0.023,1.70320215966222e-21,"PH-LHA Foxb1 Glut_subset","Ror2",0.242,1
"Dmd",6.27302789613439e-25,1.41440895276314,1,0.886,2.35000171044986e-20,"PH-LHA Foxb1 Glut_subset","Dmd",0.114,1
"Zfp804b.2",5.33833680750325e-24,2.03961699640167,0.98,0.534,1.99984773482687e-19,"PH-LHA Foxb1 Glut_subset","Zfp804b",0.446,3
"Pcdh9",6.58815072433383e-22,-2.72295104343958,0.714,0.959,2.46805302434994e-17,"PH-LHA Foxb1 Glut_subset","Pcdh9",-0.245,1
"Inpp4b.2",2.61779666785485e-21,1.61801016975847,1,0.653,9.80678987711785e-17,"PH-LHA Foxb1 Glut_subset","Inpp4b",0.347,3
"Astn2.3",4.38090864585036e-21,1.38896028743803,1,0.774,1.64117599690846e-16,"PH-LHA Foxb1 Glut_subset","Astn2",0.226,4
"Htr1f",5.09116846307173e-21,1.34041116535476,0.531,0.108,1.90725352963593e-16,"PH-LHA Foxb1 Glut_subset","Htr1f",0.423,1
"Pbx3",4.33598906262138e-20,1.31947739163259,0.735,0.204,1.62434822263922e-15,"PH-LHA Foxb1 Glut_subset","Pbx3",0.531,1
"Il1rap",5.88258355184909e-20,1.30706064174846,0.551,0.122,2.20373345019371e-15,"PH-LHA Foxb1 Glut_subset","Il1rap",0.429,1
"Stxbp6.1",6.97861699008899e-20,1.41893164413934,0.796,0.247,2.61432949682714e-15,"PH-LHA Foxb1 Glut_subset","Stxbp6",0.549,2
"Kcnd2.3",8.67352234617209e-20,-2.49328585099613,0.388,0.91,3.24927494132299e-15,"PH-LHA Foxb1 Glut_subset","Kcnd2",-0.522,4
"Ctnna2.2",1.14482914249912e-19,1.20580782614706,1,0.961,4.28875893363021e-15,"PH-LHA Foxb1 Glut_subset","Ctnna2",0.039,3
"F730043M19Rik",2.4848977954006e-19,0.903991917765617,0.347,0.051,9.30892412112971e-15,"PH-LHA Foxb1 Glut_subset","F730043M19Rik",0.296,1
"Strip2",1.0107013787186e-18,0.82935175463677,0.286,0.037,3.78628950495562e-14,"PH-LHA Foxb1 Glut_subset","Strip2",0.249,1
"Shb",1.0405310395673e-18,0.938239330666981,0.306,0.042,3.89803738042701e-14,"PH-LHA Foxb1 Glut_subset","Shb",0.264,1
"Cacna2d3.3",3.19429963177266e-18,1.4366614462765,0.796,0.298,1.19664852805467e-13,"PH-LHA Foxb1 Glut_subset","Cacna2d3",0.498,4
"Ntng1.4",2.85813395256123e-17,1.18340209406983,1,0.586,1.07071414130849e-12,"PH-LHA Foxb1 Glut_subset","Ntng1",0.414,5
"Rbfox1.1",6.54826747704782e-17,0.990817868639547,1,0.91,2.45311196225165e-12,"PH-LHA Foxb1 Glut_subset","Rbfox1",0.09,2
"L3mbtl4",2.15529909252427e-16,1.51965018607618,0.571,0.162,8.0741814604144e-12,"PH-LHA Foxb1 Glut_subset","L3mbtl4",0.409,1
"Gpc6.2",8.14991855117471e-16,-2.93097620575295,0.102,0.72,3.05312248764107e-11,"PH-LHA Foxb1 Glut_subset","Gpc6",-0.618,3
"Lrmda",1.07093175143187e-15,1.5652128807409,0.408,0.089,4.01192452721406e-11,"PH-LHA Foxb1 Glut_subset","Lrmda",0.319,1
"Lzts1",1.93951625331567e-15,0.892777511385294,0.265,0.039,7.26581578817117e-11,"PH-LHA Foxb1 Glut_subset","Lzts1",0.226,1
"Plcb4.2",1.11915251359234e-14,1.30314933902746,0.878,0.478,4.19256914641963e-10,"PH-LHA Foxb1 Glut_subset","Plcb4",0.4,3
"Rora.2",1.6588712267721e-14,0.991576166924463,1,0.842,6.21446338973364e-10,"PH-LHA Foxb1 Glut_subset","Rora",0.158,3
"Kcnh5",2.46195009008605e-14,1.16550502427312,0.633,0.197,9.22295742748037e-10,"PH-LHA Foxb1 Glut_subset","Kcnh5",0.436,1
"Spon1.1",4.00369276126179e-14,0.807853568670819,0.429,0.095,1.49986338222389e-09,"PH-LHA Foxb1 Glut_subset","Spon1",0.334,2
"Pcsk5.1",1.01732918763692e-13,1.41753704049082,0.531,0.156,3.81111860272545e-09,"PH-LHA Foxb1 Glut_subset","Pcsk5",0.375,2
"6330411D24Rik.2",2.6153261960595e-13,1.11948665140353,0.714,0.262,9.79753499567809e-09,"PH-LHA Foxb1 Glut_subset","6330411D24Rik",0.452,3
"Hdac9.4",2.65716392742081e-13,1.20013393714959,0.898,0.526,9.95426750490384e-09,"PH-LHA Foxb1 Glut_subset","Hdac9",0.372,5
"Ndst4.2",3.51055474245531e-13,1.09084872318746,0.735,0.267,1.31512401761861e-08,"PH-LHA Foxb1 Glut_subset","Ndst4",0.468,3
"Pard3b",1.79353199687293e-12,1.08851530279384,0.49,0.136,6.71892956668539e-08,"PH-LHA Foxb1 Glut_subset","Pard3b",0.354,1
"Tle4",2.27974332046751e-12,1.09865005742545,0.571,0.183,8.5403744271354e-08,"PH-LHA Foxb1 Glut_subset","Tle4",0.388,1
"Mgat4c.1",2.84598721420527e-12,-1.87780127186118,0.592,0.844,1.06616373018558e-07,"PH-LHA Foxb1 Glut_subset","Mgat4c",-0.252,2
"Lhfpl3.2",5.42640827730439e-12,0.824838811692838,1,0.822,2.03284106884377e-07,"PH-LHA Foxb1 Glut_subset","Lhfpl3",0.178,3
"Rmst.2",5.68053187503257e-12,0.899401304001183,1,0.812,2.1280408510247e-07,"PH-LHA Foxb1 Glut_subset","Rmst",0.188,3
"Ssbp2",5.88748022363589e-12,0.999136322888094,0.959,0.595,2.20556784137848e-07,"PH-LHA Foxb1 Glut_subset","Ssbp2",0.364,1
"Brinp2",6.24924709494438e-12,0.920180805788555,0.592,0.198,2.34109294670806e-07,"PH-LHA Foxb1 Glut_subset","Brinp2",0.394,1
"Cntnap5a.1",1.09695958206021e-11,0.843772663124743,1,0.737,4.10942998631398e-07,"PH-LHA Foxb1 Glut_subset","Cntnap5a",0.263,2
"Cntnap2.1",1.77754416038028e-11,0.588054925996792,1,0.995,6.65903593361661e-07,"PH-LHA Foxb1 Glut_subset","Cntnap2",0.005,2
"Luzp2.3",1.85274026284608e-11,-2.72564063701968,0.061,0.569,6.94073557267399e-07,"PH-LHA Foxb1 Glut_subset","Luzp2",-0.508,4
"Gm49678.1",2.47128016345596e-11,1.15724834450849,0.51,0.157,9.25790974833873e-07,"PH-LHA Foxb1 Glut_subset","Gm49678",0.353,2
"Gabrb2.2",2.4880929068744e-11,0.954850166895704,0.918,0.594,9.32089364773289e-07,"PH-LHA Foxb1 Glut_subset","Gabrb2",0.324,3
"Rgs6.4",2.90046878555347e-11,1.11395309734274,0.857,0.429,1.08657361644404e-06,"PH-LHA Foxb1 Glut_subset","Rgs6",0.428,5
"Epha5.1",3.74533596671864e-11,-1.89371692349107,0.347,0.727,1.40307775985214e-06,"PH-LHA Foxb1 Glut_subset","Epha5",-0.38,2
"Dpy19l1",5.0612782481754e-11,0.855692140573002,0.449,0.128,1.89605605733147e-06,"PH-LHA Foxb1 Glut_subset","Dpy19l1",0.321,1
"Nell1.4",5.55036313430848e-11,-2.74266174443927,0.02,0.523,2.07927703737464e-06,"PH-LHA Foxb1 Glut_subset","Nell1",-0.503,5
"Bcl11a",5.74215225608274e-11,0.834939471025921,0.49,0.144,2.15112507817371e-06,"PH-LHA Foxb1 Glut_subset","Bcl11a",0.346,1
"Robo2.3",7.81987618732093e-11,0.988599935844708,0.939,0.665,2.92948201729417e-06,"PH-LHA Foxb1 Glut_subset","Robo2",0.274,4
"Tenm1.3",8.08401501465055e-11,-1.79976671251604,0.429,0.757,3.02843370478839e-06,"PH-LHA Foxb1 Glut_subset","Tenm1",-0.328,4
"Lrrtm4",8.65831841407656e-11,0.690685855109276,1,0.908,3.24357924428136e-06,"PH-LHA Foxb1 Glut_subset","Lrrtm4",0.092,1
"Foxp2.4",8.89049505929617e-11,0.896098595854988,0.735,0.282,3.33055725911353e-06,"PH-LHA Foxb1 Glut_subset","Foxp2",0.453,5
"Sorcs2.1",8.92483120676014e-11,1.00606737881203,0.571,0.204,3.34342026667649e-06,"PH-LHA Foxb1 Glut_subset","Sorcs2",0.367,2
"Shisa9.2",1.08044412659242e-10,0.979668144605166,0.878,0.484,4.04755978704053e-06,"PH-LHA Foxb1 Glut_subset","Shisa9",0.394,3
"Mpped2.1",1.08434318275473e-10,1.23632073363743,0.612,0.227,4.06216643123577e-06,"PH-LHA Foxb1 Glut_subset","Mpped2",0.385,2
"Slc44a5",1.41527669089973e-10,1.2547280816763,0.592,0.229,5.30190953944859e-06,"PH-LHA Foxb1 Glut_subset","Slc44a5",0.363,1
"Mical2",1.59970720438531e-10,0.870008358996168,0.551,0.185,5.99282312906823e-06,"PH-LHA Foxb1 Glut_subset","Mical2",0.366,1
"Ephb1.3",1.60366135120214e-10,0.973632329804868,0.837,0.465,6.00763615387345e-06,"PH-LHA Foxb1 Glut_subset","Ephb1",0.372,4
"Plcb1.2",1.66491572850648e-10,1.08412308918464,0.857,0.563,6.23710730213099e-06,"PH-LHA Foxb1 Glut_subset","Plcb1",0.294,3
"Ptprt.2",1.76963841363015e-10,-2.68208602185431,0.102,0.558,6.62941942514127e-06,"PH-LHA Foxb1 Glut_subset","Ptprt",-0.456,3
"Slc35f1.1",3.1859353624339e-10,0.839708623479679,0.959,0.736,1.19351510547499e-05,"PH-LHA Foxb1 Glut_subset","Slc35f1",0.223,2
"Plcl1.1",3.23073809563022e-10,0.92126912504538,0.714,0.301,1.21029910538499e-05,"PH-LHA Foxb1 Glut_subset","Plcl1",0.413,2
"Sdk1.3",4.71654840867377e-10,1.11754585471185,0.816,0.467,1.76691336485737e-05,"PH-LHA Foxb1 Glut_subset","Sdk1",0.349,4
"Kcna2",5.13464410710594e-10,0.725923929474805,0.347,0.089,1.92354037540403e-05,"PH-LHA Foxb1 Glut_subset","Kcna2",0.258,1
"Cpne4.6",5.51259006191567e-10,0.736542964989977,0.694,0.27,2.06512648899485e-05,"PH-LHA Foxb1 Glut_subset","Cpne4",0.424,7
"Syt2.1",7.2251816406181e-10,0.93547552693617,0.408,0.12,2.70669754620835e-05,"PH-LHA Foxb1 Glut_subset","Syt2",0.288,2
"Cntn3.2",9.52724786360518e-10,1.05372209706628,0.796,0.414,3.56909759466377e-05,"PH-LHA Foxb1 Glut_subset","Cntn3",0.382,3
"Pde4d.3",9.68705054297531e-10,-1.25717736845725,0.898,0.958,3.62896287440941e-05,"PH-LHA Foxb1 Glut_subset","Pde4d",-0.0599999999999999,4
"Gria1.3",1.07960206540665e-09,-1.72046251484513,0.306,0.674,4.04440525742639e-05,"PH-LHA Foxb1 Glut_subset","Gria1",-0.368,4
"Brinp3.4",1.0878190842541e-09,0.902544857403953,0.959,0.728,4.07518785343272e-05,"PH-LHA Foxb1 Glut_subset","Brinp3",0.231,5
"Gria2",1.18884367728666e-09,0.777420809868674,0.959,0.896,4.45364618385127e-05,"PH-LHA Foxb1 Glut_subset","Gria2",0.0629999999999999,1
"Ntm.3",1.20055638018206e-09,0.702494784423784,1,0.928,4.49752431143804e-05,"PH-LHA Foxb1 Glut_subset","Ntm",0.072,4
"Prkd1.1",1.27420488808563e-09,0.990433630207443,0.551,0.2,4.77342635174639e-05,"PH-LHA Foxb1 Glut_subset","Prkd1",0.351,2
"A330008L17Rik.2",1.58179913542918e-09,0.899611737944233,0.735,0.316,5.92573592114478e-05,"PH-LHA Foxb1 Glut_subset","A330008L17Rik",0.419,3
"Frmpd4",2.52052012735025e-09,0.867294851490248,0.959,0.668,9.44237250107949e-05,"PH-LHA Foxb1 Glut_subset","Frmpd4",0.291,1
"Pde4b.2",2.71282881144354e-09,0.714282205337475,0.98,0.776,0.000101627992934298,"PH-LHA Foxb1 Glut_subset","Pde4b",0.204,3
"Sgcd.3",3.70902579831448e-09,-2.21641878117242,0.265,0.631,0.000138947524456457,"PH-LHA Foxb1 Glut_subset","Sgcd",-0.366,4
"Celf2.3",3.89034376460525e-09,0.816839117251239,1,0.811,0.000145740058109642,"PH-LHA Foxb1 Glut_subset","Celf2",0.189,4
"Tmeff2.2",4.87490649782923e-09,0.85432367304263,0.918,0.644,0.000182623747221679,"PH-LHA Foxb1 Glut_subset","Tmeff2",0.274,3
"Esrrg.4",4.98516505910141e-09,1.16022024220537,0.755,0.451,0.000186754253444057,"PH-LHA Foxb1 Glut_subset","Esrrg",0.304,5
"Col19a1",6.13507832939269e-09,0.809771402285303,0.265,0.061,0.000229832304375709,"PH-LHA Foxb1 Glut_subset","Col19a1",0.204,1
"Zfp804a.3",1.18766874635678e-08,0.914848060033503,0.857,0.542,0.000444924465760179,"PH-LHA Foxb1 Glut_subset","Zfp804a",0.315,4
"Klhl29.1",1.22187685029555e-08,0.890958849513885,0.878,0.57,0.000457739505657718,"PH-LHA Foxb1 Glut_subset","Klhl29",0.308,2
"Celf4.1",1.23165803857975e-08,-1.31571398356948,0.449,0.744,0.000461403734412745,"PH-LHA Foxb1 Glut_subset","Celf4",-0.295,2
"Epha7.3",1.2367879864291e-08,0.961983104285088,0.633,0.287,0.000463325515476068,"PH-LHA Foxb1 Glut_subset","Epha7",0.346,4
"Rbms1.1",1.26119650114197e-08,0.97879266618986,0.714,0.361,0.000472469433257804,"PH-LHA Foxb1 Glut_subset","Rbms1",0.353,2
"Cacnb4.1",1.29767598761588e-08,1.03320443548986,0.735,0.428,0.000486135378480661,"PH-LHA Foxb1 Glut_subset","Cacnb4",0.307,2
"Msi2.2",1.35350591921303e-08,0.898176552275783,0.857,0.573,0.000507050387455585,"PH-LHA Foxb1 Glut_subset","Msi2",0.284,3
"Negr1.1",1.43589939787036e-08,-1.04406608925386,0.898,0.931,0.000537916632430194,"PH-LHA Foxb1 Glut_subset","Negr1",-0.033,2
"A230006K03Rik.1",1.62564137351356e-08,0.758938440118044,0.939,0.678,0.000608997771345651,"PH-LHA Foxb1 Glut_subset","A230006K03Rik",0.261,2
"Gm44235",1.68921085574226e-08,0.589813935256875,0.306,0.079,0.000632812170778166,"PH-LHA Foxb1 Glut_subset","Gm44235",0.227,1
"Vsnl1.1",1.78117776872098e-08,0.953866988820217,0.776,0.465,0.000667264815718253,"PH-LHA Foxb1 Glut_subset","Vsnl1",0.311,2
"Dpp10.2",2.20382529466576e-08,-1.854679325436,0.735,0.84,0.000825597031887688,"PH-LHA Foxb1 Glut_subset","Dpp10",-0.105,3
"Unc5d.2",2.22260944784571e-08,-1.65373680358208,0.286,0.669,0.000832633951351959,"PH-LHA Foxb1 Glut_subset","Unc5d",-0.383,3
"Man2a1",2.87982782581344e-08,0.895591479557765,0.469,0.17,0.00107884110010623,"PH-LHA Foxb1 Glut_subset","Man2a1",0.299,1
"St5",3.3688021029042e-08,0.698335634050546,0.265,0.065,0.00126202064378997,"PH-LHA Foxb1 Glut_subset","St5",0.2,1
"Prkcb.1",4.15997531662793e-08,0.785200001013481,0.898,0.608,0.00155840995311515,"PH-LHA Foxb1 Glut_subset","Prkcb",0.29,2
"Pcp4",4.24304124708351e-08,0.579113832575113,0.327,0.091,0.00158952811198242,"PH-LHA Foxb1 Glut_subset","Pcp4",0.236,1
"Cadps",4.73990096751224e-08,0.726041239105239,0.959,0.891,0.00177566170044943,"PH-LHA Foxb1 Glut_subset","Cadps",0.0679999999999999,1
"Prkg1.2",4.83279528209791e-08,-1.50062750525768,0.286,0.695,0.00181046176857952,"PH-LHA Foxb1 Glut_subset","Prkg1",-0.409,3
"0610040F04Rik",4.87974666550811e-08,0.65195683199371,0.265,0.065,0.00182805069583265,"PH-LHA Foxb1 Glut_subset","0610040F04Rik",0.2,1
"Kcna1",5.02212976278555e-08,0.693606299152403,0.265,0.067,0.00188139025173472,"PH-LHA Foxb1 Glut_subset","Kcna1",0.198,1
"Htr4",5.09719213423737e-08,0.784162286172686,0.449,0.158,0.001909510117328,"PH-LHA Foxb1 Glut_subset","Htr4",0.291,1
"Gm45159",5.89086420623934e-08,0.773794654184058,0.531,0.207,0.00220683554894138,"PH-LHA Foxb1 Glut_subset","Gm45159",0.324,1
"Sntb2",8.24034988778912e-08,0.903782682417034,0.408,0.147,0.00308699987496356,"PH-LHA Foxb1 Glut_subset","Sntb2",0.261,1
"Gm45341.2",1.25964955197185e-07,0.74675527912472,0.939,0.71,0.00471889915159694,"PH-LHA Foxb1 Glut_subset","Gm45341",0.229,3
"Tafa1.3",1.54361921286168e-07,-2.40411484230872,0.082,0.463,0.00578270629522241,"PH-LHA Foxb1 Glut_subset","Tafa1",-0.381,4
"Ksr1",1.7622034075669e-07,0.584561958802042,0.306,0.087,0.00660156640542711,"PH-LHA Foxb1 Glut_subset","Ksr1",0.219,1
"Gabrb1.1",1.7910191087158e-07,-0.918684959155805,0.633,0.883,0.00670951578507112,"PH-LHA Foxb1 Glut_subset","Gabrb1",-0.25,2
"Grin2a.3",1.83519958983108e-07,0.778699768058611,0.837,0.495,0.0068750247034252,"PH-LHA Foxb1 Glut_subset","Grin2a",0.342,4
"Zfp618",1.9046702519616e-07,0.792479537532665,0.51,0.21,0.00713527569789856,"PH-LHA Foxb1 Glut_subset","Zfp618",0.3,1
"Tenm3.2",2.78389569968356e-07,0.714833132730986,0.918,0.716,0.0104290300701546,"PH-LHA Foxb1 Glut_subset","Tenm3",0.202,3
"Il1rapl2.5",2.93881193457336e-07,-3.12731712487925,0.041,0.409,0.0110093772692987,"PH-LHA Foxb1 Glut_subset","Il1rapl2",-0.368,6
"Ccdc85a",3.8834868323405e-07,-1.25819367116695,0.367,0.651,0.014548318371314,"PH-LHA Foxb1 Glut_subset","Ccdc85a",-0.284,1
"Kcnq5.3",5.69551065338328e-07,-2.13171339934175,0.224,0.546,0.0213365220097044,"PH-LHA Foxb1 Glut_subset","Kcnq5",-0.322,4
"Elavl2.2",6.14200419207851e-07,-1.4491375472746,0.245,0.562,0.0230091761043645,"PH-LHA Foxb1 Glut_subset","Elavl2",-0.317,3
"Sipa1l1",6.61131666310652e-07,0.76164505692931,0.633,0.319,0.0247673144833296,"PH-LHA Foxb1 Glut_subset","Sipa1l1",0.314,1
"Grik1.1",8.1814609340683e-07,-1.94122223630342,0.184,0.525,0.0306493889512067,"PH-LHA Foxb1 Glut_subset","Grik1",-0.341,2
"Mast4.5",8.4139850395159e-07,0.781300010357599,0.857,0.581,0.0315204707550345,"PH-LHA Foxb1 Glut_subset","Mast4",0.276,6
"Specc1.1",8.92827992414348e-07,0.779517151513133,0.776,0.475,0.0334471222518263,"PH-LHA Foxb1 Glut_subset","Specc1",0.301,2
"Me3",8.96286694372832e-07,0.692687187916665,0.571,0.26,0.033576692144595,"PH-LHA Foxb1 Glut_subset","Me3",0.311,1
"Myo16",1.0174051758742e-06,0.873460180260983,0.469,0.202,0.0381140326985992,"PH-LHA Foxb1 Glut_subset","Myo16",0.267,1
"Cfap54",1.05025004147459e-06,0.693998859336056,0.388,0.138,0.0393444670537209,"PH-LHA Foxb1 Glut_subset","Cfap54",0.25,1
"Coro6",1.0844603971123e-06,0.855837253353292,0.265,0.079,0.040626055396621,"PH-LHA Foxb1 Glut_subset","Coro6",0.186,1
"Mef2c",1.18030973189454e-06,1.14129294456071,0.306,0.103,0.0442167631762332,"PH-LHA Foxb1 Glut_subset","Mef2c",0.203,1
"Ptprk.4",1.327679335245e-06,-1.96006371355689,0.061,0.395,0.049737523256948,"PH-LHA Foxb1 Glut_subset","Ptprk",-0.334,5
"Epb41l3",1.46610008145628e-06,0.70757863294024,0.898,0.651,0.0549230412515152,"PH-LHA Foxb1 Glut_subset","Epb41l3",0.247,1
"Pde1a.2",1.4715764559728e-06,-1.81774696073816,0.041,0.379,0.0551281971936529,"PH-LHA Foxb1 Glut_subset","Pde1a",-0.338,3
"Rab3c.3",1.47596921009373e-06,0.753117715776411,0.878,0.649,0.0552927585485312,"PH-LHA Foxb1 Glut_subset","Rab3c",0.229,4
"Adamts3",1.79218398231469e-06,0.552111961537053,0.265,0.077,0.0671387963454728,"PH-LHA Foxb1 Glut_subset","Adamts3",0.188,1
"Usp3",1.81946474565365e-06,0.594710990075397,0.327,0.107,0.068160788301677,"PH-LHA Foxb1 Glut_subset","Usp3",0.22,1
"Limch1",2.07338907820356e-06,0.621784655552451,0.898,0.578,0.0776733016476618,"PH-LHA Foxb1 Glut_subset","Limch1",0.32,1
"Magi2",2.13939348219668e-06,-0.652624828554205,0.918,0.984,0.080145958630052,"PH-LHA Foxb1 Glut_subset","Magi2",-0.0659999999999999,1
"Kcnk9.1",2.26508324491879e-06,0.580343776174389,0.367,0.128,0.0848545485211478,"PH-LHA Foxb1 Glut_subset","Kcnk9",0.239,2
"Hs3st4.4",2.42660179184585e-06,-2.02955284044105,0.163,0.478,0.0909053563261291,"PH-LHA Foxb1 Glut_subset","Hs3st4",-0.315,5
"Ryr2.1",2.71003450424339e-06,0.668693793707471,0.939,0.674,0.101523312597966,"PH-LHA Foxb1 Glut_subset","Ryr2",0.265,2
"Klf12.1",2.96430992912171e-06,0.663766562045742,0.898,0.64,0.111048978564758,"PH-LHA Foxb1 Glut_subset","Klf12",0.258,2
"Phf24",3.41630757648576e-06,0.65477483552481,0.531,0.238,0.127981714430309,"PH-LHA Foxb1 Glut_subset","Phf24",0.293,1
"Gm26871.4",3.69711888659269e-06,-1.06152672482363,0.673,0.797,0.138501467729535,"PH-LHA Foxb1 Glut_subset","Gm26871",-0.124,5
"P3h2",3.93054386428712e-06,0.607708538907101,0.367,0.132,0.147246034243924,"PH-LHA Foxb1 Glut_subset","P3h2",0.235,1
"Clstn2.1",4.10430105300195e-06,0.761531251851724,0.755,0.434,0.153755326047559,"PH-LHA Foxb1 Glut_subset","Clstn2",0.321,2
"Edil3.1",4.11340607228738e-06,-1.18067712329162,0.429,0.66,0.15409641828003,"PH-LHA Foxb1 Glut_subset","Edil3",-0.231,2
"Kcnip4.4",4.47498129285818e-06,-1.67937073875937,0.776,0.846,0.167641749193053,"PH-LHA Foxb1 Glut_subset","Kcnip4",-0.07,5
"Bicc1",4.48291394922778e-06,0.616586755457483,0.327,0.113,0.167938922365971,"PH-LHA Foxb1 Glut_subset","Bicc1",0.214,1
"Prr16.4",4.85458039908455e-06,-1.65583810191265,0.245,0.542,0.181862290910506,"PH-LHA Foxb1 Glut_subset","Prr16",-0.297,5
"Pcdh17",4.94868393440005e-06,-1.48495909234154,0.184,0.462,0.185387597550495,"PH-LHA Foxb1 Glut_subset","Pcdh17",-0.278,1
"Igsf9b",6.4180429842098e-06,0.577914326433019,0.469,0.199,0.240432726274468,"PH-LHA Foxb1 Glut_subset","Igsf9b",0.27,1
"C130073E24Rik.1",7.48273509664588e-06,0.674698502039625,0.898,0.613,0.280318222190548,"PH-LHA Foxb1 Glut_subset","C130073E24Rik",0.285,2
"Nxph1.4",7.50170405638034e-06,-2.21430277954663,0.143,0.436,0.28102883736012,"PH-LHA Foxb1 Glut_subset","Nxph1",-0.293,5
"Bcan.1",7.5520514983751e-06,0.615399097570152,0.306,0.106,0.282914953232128,"PH-LHA Foxb1 Glut_subset","Bcan",0.2,2
"Rcan2.1",7.84347109096701e-06,0.6631754665815,0.714,0.423,0.293832114009806,"PH-LHA Foxb1 Glut_subset","Rcan2",0.291,2
"Grm1.2",8.33496103047316e-06,0.628704574448352,0.796,0.447,0.312244310123586,"PH-LHA Foxb1 Glut_subset","Grm1",0.349,3
"March11",9.21670551863653e-06,0.708978420333632,0.367,0.142,0.345276222139162,"PH-LHA Foxb1 Glut_subset","March11",0.225,1
"Pknox2.1",9.33900638436667e-06,0.73518031563406,0.49,0.214,0.349857857171144,"PH-LHA Foxb1 Glut_subset","Pknox2",0.276,2
"Ano6",9.3882317841338e-06,0.758546129016898,0.449,0.205,0.35170193909722,"PH-LHA Foxb1 Glut_subset","Ano6",0.244,1
